T;=;2;sensor;=;1023;output;=;255;;;
T;=;9;sensor;=;1023;output;=;255;;;
T;=;46;sensor;=;1023;output;=;255;;;
T;=;84;sensor;=;1023;output;=;255;;;
T;=;123;sensor;=;1023;output;=;255;;;
T;=;162;sensor;=;1023;output;=;255;;;
T;=;202;sensor;=;1023;output;=;255;;;
T;=;241;sensor;=;1023;output;=;255;;;
T;=;281;sensor;=;1023;output;=;255;;;
T;=;321;sensor;=;1023;output;=;255;;;
T;=;360;sensor;=;1023;output;=;255;;;
T;=;400;sensor;=;1023;output;=;255;;;
T;=;439;sensor;=;1023;output;=;255;;;
T;=;479;sensor;=;1023;output;=;255;;;
T;=;519;sensor;=;1023;output;=;255;;;
T;=;558;sensor;=;1023;output;=;255;;;
T;=;598;sensor;=;1023;output;=;255;;;
T;=;636;sensor;=;1023;output;=;255;;;
T;=;676;sensor;=;1023;output;=;255;;;
T;=;715;sensor;=;1022;output;=;254;;;
T;=;755;sensor;=;1023;output;=;255;;;
T;=;795;sensor;=;1023;output;=;255;;;
T;=;834;sensor;=;1023;output;=;255;;;
T;=;874;sensor;=;1023;output;=;255;;;
T;=;913;sensor;=;1023;output;=;255;;;
T;=;953;sensor;=;1023;output;=;255;;;
T;=;993;sensor;=;1023;output;=;255;;;
T;=;1032;sensor;=;1023;output;=;255;;;
T;=;1073;sensor;=;1023;output;=;255;;;
T;=;1113;sensor;=;1023;output;=;255;;;
T;=;1154;sensor;=;1023;output;=;255;;;
T;=;1195;sensor;=;1023;output;=;255;;;
T;=;1234;sensor;=;1023;output;=;255;;;
T;=;1275;sensor;=;1023;output;=;255;;;
T;=;1315;sensor;=;1023;output;=;255;;;
T;=;1356;sensor;=;1023;output;=;255;;;
T;=;1397;sensor;=;1023;output;=;255;;;
T;=;1437;sensor;=;1023;output;=;255;;;
T;=;1478;sensor;=;1023;output;=;255;;;
T;=;1519;sensor;=;1023;output;=;255;;;
T;=;1559;sensor;=;1023;output;=;255;;;
T;=;1600;sensor;=;1023;output;=;255;;;
T;=;1640;sensor;=;1023;output;=;255;;;
T;=;1681;sensor;=;1022;output;=;254;;;
T;=;1722;sensor;=;1023;output;=;255;;;
T;=;1762;sensor;=;1023;output;=;255;;;
T;=;1803;sensor;=;1023;output;=;255;;;
T;=;1843;sensor;=;1023;output;=;255;;;
T;=;1884;sensor;=;1023;output;=;255;;;
T;=;1925;sensor;=;1023;output;=;255;;;
T;=;1965;sensor;=;1023;output;=;255;;;
T;=;2006;sensor;=;1023;output;=;255;;;
T;=;2045;sensor;=;1023;output;=;255;;;
T;=;2086;sensor;=;1023;output;=;255;;;
T;=;2127;sensor;=;1023;output;=;255;;;
T;=;2167;sensor;=;1023;output;=;255;;;
T;=;2208;sensor;=;1023;output;=;255;;;
T;=;2249;sensor;=;1023;output;=;255;;;
T;=;2289;sensor;=;1023;output;=;255;;;
T;=;2330;sensor;=;1023;output;=;255;;;
T;=;2370;sensor;=;1023;output;=;255;;;
T;=;2411;sensor;=;1023;output;=;255;;;
T;=;2452;sensor;=;1023;output;=;255;;;
T;=;2492;sensor;=;1023;output;=;255;;;
T;=;2533;sensor;=;1023;output;=;255;;;
T;=;2573;sensor;=;1023;output;=;255;;;
T;=;2614;sensor;=;1023;output;=;255;;;
T;=;2655;sensor;=;1023;output;=;255;;;
T;=;2695;sensor;=;1023;output;=;255;;;
T;=;2736;sensor;=;1023;output;=;255;;;
T;=;2776;sensor;=;1023;output;=;255;;;
T;=;2817;sensor;=;1023;output;=;255;;;
T;=;2857;sensor;=;1023;output;=;255;;;
T;=;2897;sensor;=;1023;output;=;255;;;
T;=;2938;sensor;=;1023;output;=;255;;;
T;=;2978;sensor;=;1023;output;=;255;;;
T;=;3019;sensor;=;1023;output;=;255;;;
T;=;3060;sensor;=;1023;output;=;255;;;
T;=;3100;sensor;=;1023;output;=;255;;;
T;=;3141;sensor;=;1023;output;=;255;;;
T;=;3182;sensor;=;1023;output;=;255;;;
T;=;3222;sensor;=;1023;output;=;255;;;
T;=;3263;sensor;=;1023;output;=;255;;;
T;=;3303;sensor;=;1023;output;=;255;;;
T;=;3344;sensor;=;1023;output;=;255;;;
T;=;3385;sensor;=;1023;output;=;255;;;
T;=;3425;sensor;=;1023;output;=;255;;;
T;=;3466;sensor;=;1023;output;=;255;;;
T;=;3506;sensor;=;1023;output;=;255;;;
T;=;3547;sensor;=;1023;output;=;255;;;
T;=;3588;sensor;=;1023;output;=;255;;;
T;=;3628;sensor;=;1023;output;=;255;;;
T;=;3668;sensor;=;1023;output;=;255;;;
T;=;3708;sensor;=;1023;output;=;255;;;
T;=;3749;sensor;=;1023;output;=;255;;;
T;=;3790;sensor;=;1023;output;=;255;;;
T;=;3830;sensor;=;1023;output;=;255;;;
T;=;3871;sensor;=;1023;output;=;255;;;
T;=;3911;sensor;=;1023;output;=;255;;;
T;=;3952;sensor;=;1023;output;=;255;;;
T;=;3993;sensor;=;1023;output;=;255;;;
T;=;4033;sensor;=;1023;output;=;255;;;
T;=;4074;sensor;=;1023;output;=;255;;;
T;=;4115;sensor;=;1023;output;;;;;
T;=;35911;sensor;=;1023;output;=;255;;;
T;=;35953;sensor;=;1023;output;=;255;;;
T;=;35995;sensor;#NOME?;=;1023;output;=;255;;
T;=;35995;sensor;#NOME?;=;0;sensor;=;1023;output;=
5169s3;output;=;255;;;;;;;;
=~=~=~=~=~=~=~=~=~=~=~=;PuTTY;log;2019.01.23;15:17:12;=~=~=~=~=~=~=~=~=~=~=~=;;;;;;
